constituency,ward,station_id,polling_station,registered_voters,voter_turnout
Vihiga,Lugaga-Wamuluma,038211105101502,Hambale Primary School,367,1
Vihiga,Lugaga-Wamuluma,038211105101601,Vumale Primary School,582,1
Vihiga,Lugaga-Wamuluma,038211105101602,Vumale Primary School,582,1
Vihiga,Lugaga-Wamuluma,038211105101701,Kegoye Primary School,472,1
Vihiga,Lugaga-Wamuluma,038211105101702,Kegoye Primary School,472,1
Vihiga,Lugaga-Wamuluma,038211105101703,Kegoye Primary School,471,1
Vihiga,Lugaga-Wamuluma,038211105101801,Chambiti Primary School,609,1
Vihiga,Lugaga-Wamuluma,038211105101802,Chambiti Primary School,608,1
Vihiga,Lugaga-Wamuluma,038211105101901,Chanda Primary School,503,1
Vihiga,South Maragoli,038211105202001,Ideleri Primary School,688,1
Vihiga,South Maragoli,038211105202002,Ideleri Primary School,688,1
Vihiga,South Maragoli,038211105202101,Gavalagi Primary School,472,1
Vihiga,South Maragoli,038211105202102,Gavalagi Primary School,471,1
Vihiga,South Maragoli,038211105202201,Lyamidi Primary School,312,1
Vihiga,South Maragoli,038211105202301,Chandolo Primary School,660,1
Vihiga,South Maragoli,038211105202401,Madzugi Primary School,656,1
Vihiga,South Maragoli,038211105202501,Vigetse Primary School,442,1
Vihiga,South Maragoli,038211105202502,Vigetse Primary School,441,1
Vihiga,South Maragoli,038211105202601,Hamasana Primary School,671,1
Vihiga,South Maragoli,038211105202602,Hamasana Primary School,670,1
Vihiga,South Maragoli,038211105202603,Hamasana Primary School,670,1
Vihiga,South Maragoli,038211105202701,Mwoki Primary School,376,1
Vihiga,South Maragoli,038211105202702,Mwoki Primary School,375,1
Vihiga,South Maragoli,038211105202801,Inyanza Primary School,428,1
Vihiga,South Maragoli,038211105202802,Inyanza Primary School,427,1
Vihiga,South Maragoli,038211105202901,Gilwatsi Primary School,488,1
Vihiga,South Maragoli,038211105202902,Gilwatsi Primary School,487,1
Vihiga,South Maragoli,038211105203001,Lusavasavi Primary,440,1
Vihiga,South Maragoli,038211105203002,Lusavasavi Primary,439,1
Vihiga,South Maragoli,038211105203101,Chandugunyi Primary,446,1
Vihiga,South Maragoli,038211105203102,Chandugunyi Primary,445,1
Vihiga,Central Maragoli,038211105303201,Kidundu Primary School,690,1
Vihiga,Central Maragoli,038211105303202,Kidundu Primary School,690,1
Vihiga,Central Maragoli,038211105303301,Womulalu Primary School,628,1
Vihiga,Central Maragoli,038211105303302,Womulalu Primary School,627,1
Vihiga,Central Maragoli,038211105303401,Keveye Youth Polytecnic,677,1
Vihiga,Central Maragoli,038211105303402,Keveye Youth Polytecnic,676,1
Vihiga,Central Maragoli,038211105303501,Navuhi Primary School,515,1
Vihiga,Central Maragoli,038211105303601,Kidinye Primary School,388,1
Vihiga,Central Maragoli,038211105303602,Kidinye Primary School,387,1
Vihiga,Central Maragoli,038211105303701,Emanda Primary School,553,1
Vihiga,Central Maragoli,038211105303702,Emanda Primary School,553,1
Vihiga,Central Maragoli,038211105303801,Ikumba Primary School,573,1
Vihiga,Central Maragoli,038211105303802,Ikumba Primary School,572,1
Vihiga,Central Maragoli,038211105303803,Ikumba Primary School,572,1
Vihiga,Central Maragoli,038211105303901,Vihiga Primary School,571,1
Vihiga,Central Maragoli,038211105303902,Vihiga Primary School,570,1
Vihiga,Central Maragoli,038211105304001,Kegendirova Primary,545,1
Vihiga,Central Maragoli,038211105304101,Chango Primary School,480,1
Vihiga,Central Maragoli,038211105304102,Chango Primary School,479,1
Vihiga,Central Maragoli,038211105304103,Chango Primary School,479,1
Vihiga,Central Maragoli,038211105304201,Chavugami Primary,660,1
Vihiga,Central Maragoli,038211105304301,Matsigulu Primary School,615,1
Vihiga,Central Maragoli,038211105304302,Matsigulu Primary School,614,1
Vihiga,Mungoma,038211105404401,Kerongo Primary School,570,1
Vihiga,Mungoma,038211105404501,Lyamagale Primary School,684,1
Vihiga,Mungoma,038211105404601,Kitumba Primary School,565,1
Vihiga,Mungoma,038211105404602,Kitumba Primary School,565,1
Vihiga,Mungoma,038211105404701,Chavavo Primary School,588,1
Vihiga,Mungoma,038211105404702,Chavavo Primary School,587,1
Vihiga,Mungoma,038211105404801,Chanzeywe Primary School,579,1
Vihiga,Mungoma,038211105404901,Mahanga Primary School,655,1
Vihiga,Mungoma,038211105404902,Mahanga Primary School,655,1
Vihiga,Mungoma,038211105405001,Kisienya Primary School,369,1
Vihiga,Mungoma,038211105405002,Kisienya Primary School,369,1
Vihiga,Mungoma,038211105405101,Ihyagalo Primary School,431,1
Vihiga,Mungoma,038211105405201,Chambale Primary School,584,1
Vihiga,Mungoma,038211105405301,Vigina Primary School,652,1
Vihiga,Mungoma,038211105405302,Vigina Primary School,651,1
Vihiga,Mungoma,038211105405303,Vigina Primary School,651,1
Vihiga,Mungoma,038211105405401,Kitulu Primary School,504,1
Vihiga,Mungoma,038211105405402,Kitulu Primary School,503,1
Vihiga,Mungoma,038211105405501,Musunguti Primary School,440,1
